Image Tag,Algorithm Name,Analysis Region,% CD20 Positive Cells,% TCR-Alpha-Delta Positive Cells,% IL7R Positive Cells,% B-Cells:CD20+TCR- Positive Cells,% T-Cells:CD20-TCR+ Positive Cells,% Pool-ILCs:CD20-TCR-IL7R+ Positive Cells,% IL7R+CD20+ Positive Cells,% IL7R+CD20- Positive Cells,% IL7R+TCR+ Positive Cells,% IL7R+TCR- Positive Cells,% EOMES Positive Cells,% TBX Positive Cells,% ILC1:TBX+EOMES+CD20-TCR-IL7R+ Positive Cells,% ILC1:TBX+EOMES-CD20-TCR-IL7R+ Positive Cells,% ILC1s:TBX+EOMES+/-CD20-TCR-IL7R+ Positive Cells,% NK/ILC1ie:TBX+EOMES+CD20-TCR-IL7R- Positive Cells,% T-Helper:CD20-TCR+TBX+EOMES+ Positive Cells,% GATA Positive Cells,% ICOS Positive Cells,% ILC2:GATA+ICOS+CD20-TCR-IL7R+ Positive Cells,% T-Helper:CD20-TCR+GATA+ICOS+ Positive Cells,% ROR-GammaT Positive Cells,% AHR Positive Cells,% ILC3:ROR+AHR+CD20-TCR-IL7R+ Positive Cells,% T-Helper:CD20-TCR+ROR+AHR+ Positive Cells
169521_NVA_17-001.ILC2.RunDA_19T034716.02.czi,HighPlex FL v4.2.5_ILC2-Default,GerminalCenter,68.220299,34.614994,25.140234,46.455891,12.850587,3.742988,10.433453,14.706782,19.836819,5.303417,,,,,,,,3.753187,9.291178,0.030597,1.305456,,,,
169522_NVA_17-001.ILC2.RunDA_19T041660.02.czi,HighPlex FL v4.2.5_ILC2-Default,GerminalCenter,65.361038,22.059492,0.851499,48.91008,5.608538,0.090827,0.079473,0.772025,0.760672,0.090827,,,,,,,,9.094006,17.904179,0.011353,1.907357,,,,
169523_NVA_17-001.ILC2.RunDA_19T038508.01.czi,HighPlex FL v4.2.5_ILC2-Default,GerminalCenter,61.427872,30.133965,8.51985,42.247997,10.954092,2.793661,0.718837,7.801013,5.66084,2.85901,,,,,,,,6.150956,17.423624,0.11436,1.952295,,,,
169524_NVA_17-001.ILC3.RunDA_19T041899.07.czi,HighPlex FL v4.2.5_ILC3-Default,GerminalCenter,65.081665,18.630453,3.374167,49.951645,3.50043,0.899957,1.665592,1.708575,2.232431,1.141737,,,,,,,,,,,,1.520524,83.325272,0.12089,0.045669
169525_NVA_17-001.ILC3.RunDA_19T053321.33.czi,HighPlex FL v4.2.5_ILC3-Default,GerminalCenter,43.381126,4.644032,1.122684,40.860725,2.123631,0.561342,0.099193,1.023491,0.534289,0.588394,,,,,,,,,,,,0.439605,76.793365,0.020289,0.024798
169526_NVA_17-001.ILC3.RunDA_19T061175.02.czi,HighPlex FL v4.2.5_ILC3-Default,GerminalCenter,50.487545,11.695764,3.909881,43.733921,4.942141,1.873948,0.453135,3.456746,1.922649,1.987232,,,,,,,,,,,,0.80675,64.678726,0.140811,0.032821
169527_NVA_17-001.ILC3.RunDA_19T031219.21.czi,HighPlex FL v4.2.5_ILC3-Default,GerminalCenter,77.24971,23.548889,4.304636,56.719906,3.019089,0.642774,1.928321,2.376315,3.19439,1.110245,,,,,,,,,,,,1.129723,59.563694,0.019478,0
169528_NVA_17-001.ILC3.RunDA_19T032516.02.czi,HighPlex FL v4.2.5_ILC3-Default,GerminalCenter,45.894882,15.286843,21.367228,38.406048,7.798007,13.500515,3.64136,17.725868,5.496393,15.870834,,,,,,,,,,,,3.194778,73.995193,0.996221,0.27482
169529_NVA_17-001.ILC3.RunDA_19T034716.02.czi,HighPlex FL v4.2.5_ILC3-Default,GerminalCenter,76.778244,25.827311,18.486116,57.997337,7.046405,3.033473,10.621909,7.864207,12.295549,6.190567,,,,,,,,,,,,1.11259,17.268923,0.13313,0.228224
169530_NVA_17-001.ILC3.RunDA_19T041660.02.czi,HighPlex FL v4.2.5_ILC3-Default,GerminalCenter,61.006824,15.33703,1.194539,50.287968,4.618174,0.319966,0.277304,0.917235,0.71459,0.479949,,,,,,,,,,,,1.045222,64.686432,0.031997,0.063993
169531_NVA_17-001.ILC3.RunDA_19T038508.01.czi,HighPlex FL v4.2.5_ILC3-Default,GerminalCenter,49.03167,20.156263,10.664118,41.659046,12.783642,3.815144,0.531959,10.132158,6.691048,3.97307,,,,,,,,,,,,3.100324,74.839996,0.482088,1.055606
